Product,Type,Category,Fabric,Release,Colors,Price,Re-up,Historic,MWU,InSitu,Image,Release Name
Merino Racerback Tank,Tank Top,Clothes,Merino,2014-04-29,"Copper, Medium Gray",77,FALSE,FALSE,Women,http://shop.outlier.cc/shop/retail/merino-racerback-tank.html,http://outlier.cc/productentries/products/womenstank/201-OUTLIER-WomensTank-OrangeFrontup.jpg,
Women’s Air-Forged Oxford,Shirt,Clothes,Air Forged,2014-04-29,"Light Gray, Olive, Dark Navy",98,TRUE,FALSE,Women,http://shop.outlier.cc/shop/retail/womens-air-forged.html,http://outlier.cc/productentries/products/womensairforgedoxford/201-OUTLIER-WomensAirForged-NavyFront.jpg,
60/30 Class Cut Blazer,Blazer,Clothes,“60/30”,2014-04-29,Midnight Gray,450,FALSE,FALSE,Women,http://shop.outlier.cc/shop/retail/60-30-class-cut-blazer.html,http://outlier.cc/productentries/products/6030classcutblazer/202-OUTLIER-Womens6030Blazer-HandsOut.jpg,
Futureworks,Pants,Clothes,F. Cloth,2014-04-24,"Dark Navy, Gray, Dust Olive",125,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/futureworks.html,http://outlier.cc/productentries/products/futureworks/201-OUTLIER-Futureworks-Front.jpg,
Ultralight Blazer,Blazer,Clothes,Ultralight,2014-04-16,"Navy, New Slate",550,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/blazer.html,http://outlier.cc/productentries/products/ultralightblazer/201-OUTLIER-UltralightBlazer-GrayTurn.jpg,
Ultralight Trousers,Pants,Clothes,Ultralight,2014-04-16,"Navy, New Slate",240,TRUE,FALSE,Men,http://shop.outlier.cc/retail/ultralights.html,http://outlier.cc/productentries/products/ultralighttrousers/203-OUTLIER-UltralightTrousers-GrayFront.jpg,
Ribbed Merino Tank,Tank Top,Clothes,Merino,2014-04-08,"Deep Blue, Deep Gray, Evergreen",88,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/ribbed-merino-tank.html,http://outlier.cc/productentries/products/ribbedmerinotank/201-OUTLIER-RibbedMerinoTank-Gray.jpg,
Mojave Pivot Shirt,Shirt,Clothes,Linen/Cotton,2014-04-08,"Dark Blue, Summer Blue, White, Orange, Olive, Dark Gray",128,TRUE,FALSE,Men,http://shop.outlier.cc/retail/mojave-pivot-shirt.html,http://outlier.cc/productentries/products/mojavepr/201-OUTLIER-MojavePivot-Blue.jpg,
Slim Dungarees,Pants,Clothes,Workcloth,2014-04-08,"Blacktint Green, Darkindigo, Maroonshadow",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,http://outlier.cc/productentries/products/slimdungarees/208-OUTLIER-SlimDungarees-IndigoFront.jpg,
Shank Jacket,Outerwear,Clothes,Workcloth,2014-04-01,Black,395,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/shank-jacket.html,http://outlier.cc/productentries/products/shankjack/201-OUTLIER-ShankJacket-Front2.jpg,
Women’s Daily Riding Pant,Pants,Clothes,OG,2014-03-28,"Black, Deep Indigo, Olive Drab",198,TRUE,FALSE,Women,http://shop.outlier.cc/shop/retail/women-s-daily-riding-pant.html,http://outlier.cc/products/womensdailyrider/200-OUTLIER-WomensDaily-DeepIndigo.jpg,
New Way Shorts,Shorts,Clothes,F. Cloth,2014-03-25,"Dark Navy, Gray, Dust Olive, Purp, Cobalt",120,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/new-way-shorts.html,http://outlier.cc/productentries/products/newwayshorts/202-OUTLIER-NewWayShorts-OliveOpen.jpg,
Merino Co-Pivot,Shirt,Clothes,Merino/Co,2014-03-24,Sky Blue,175,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/merino-co-pivot.html,http://outlier.cc/productentries/products/merinocopivot/203-OUTLIER-MerinoCoPivot-BluetintFront.jpg,
60/30 Chinos,Pants,Clothes,“60/30”,2014-03-18,"Midnight Gray, Flat Tan, Olive",225,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/chino.html,http://outlier.cc/productentries/products/6030chinos/202-OUTLIER-Flat-MidnightGray.jpg,
60/30 Blazer,Blazer,Clothes,“60/30”,2014-03-11,"Midnight Gray, Olive",550,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/6030blazer.html,http://outlier.cc/productentries/products/6030blazer/201-OUTLIER-6030Blazer-MidnightGray.jpg,
60/30 Chinos,Pants,Clothes,“60/30”,2014-03-11,"Midnight Gray, Flat Tan, Olive",225,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/chino.html,http://outlier.cc/productentries/products/6030chinos/202-OUTLIER-Flat-MidnightGray.jpg,
Grid Linen Towel M,Towel,Accessory,Linen,2014-03-11,"Medium Gray, Graytint Navy",48,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg,
Doublebag,Bag,Accessory,Nylon,2014-03-05,Slate Blue,48,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/doublebag.html,http://outlier.cc/productentries/products/doublebag/203-OUTLIER-Doublebag-Flat.jpg,
Merino Co-Pivot,Shirt,Clothes,Merino/Co,2014-03-05,"Tan, Bluetint Gray, Dust Olive",175,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/merino-co-pivot.html,http://outlier.cc/productentries/products/merinocopivot/203-OUTLIER-MerinoCoPivot-BluetintFront.jpg,
OG Climbers,Pants,Clothes,OG,2014-03-04,"Charcoal, Deep Indigo, Olive Drab",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/the-climbers.html,http://outlier.cc/productentries/products/theclimbers/202o-OUTLIER-TheClimbers-OliveFront.jpg,Climbers
Slim Dungarees,Pants,Clothes,Workcloth,2014-02-26,"Blacktint Green, Darkindigo, Maroonshadow",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,http://outlier.cc/productentries/products/slimdungarees/208-OUTLIER-SlimDungarees-IndigoFront.jpg,
Futureworks,Pants,Clothes,F. Cloth,2014-02-04,Flat Black,125,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/futureworks.html,http://outlier.cc/productentries/products/futureworks/201-OUTLIER-Futureworks-Front.jpg,
OG FreeShell,Outerwear,Clothes,OG,2014-01-21,"Flat Black, New Slate, Navy",365,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/ogfreeshell.html,http://outlier.cc/productentries/products/ogfreeshell/201-OUTLIER-OGFreeShell-FlatBlack.jpg,
Ultramerinosuede Pullover,Sweater,Clothes,Merino,2014-01-14,"Black/Black, Deep Blue/Lt. Gray, Medium Gray/Blue",248,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultramerinosuede-pullover.html,http://outlier.cc/productentries/products/umspullover/202-OUTLIER-UMSPullover-BlueFront.jpg,
Ultramerinosuede Bandana,Bandana,Accessory,Merino,2014-01-14,"Black, Deep Blue, Deep Gray, Evergreen, Medium Gray",75,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/ultramerinosuede-bandana.html,http://outlier.cc/productentries/products/umsbandana/201-OUTLIER-UMSBandana-JesseJames.jpg,
Ultramerinosuede Pocket Tee,T-Shirt,Clothes,Merino,2014-01-14,"Bravest Blue/Lt. Gray, Deep Gray/Lt. Gray, Pop Blue/Blue, Black/Black",120,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultramerinosuede-pocket-tee.html,http://outlier.cc/productentries/products/umspocket/201-OUTLIER-UMSPocketT-GrayFront.jpg,
Ultramerinosuede Clean Tee,T-Shirt,Clothes,Merino,2014-01-14,"Deep Gray/Black, Dust Olive/Black, Pop Blue/Black, Pop Green/Black, Black/Black",120,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultramerinosuede-clean-tee.html,http://outlier.cc/productentries/products/umsclean/201-OUTLIER-UMSGlassCleaner-DustOlive.jpg,
Ultramerinosuede Shorts,Shorts,Clothes,Merino,2014-01-14,"Black/Black, Deep Gray/Black",225,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultramerinosuede-shorts.html,http://outlier.cc/productentries/products/umsshorts/201-OUTLIER-UMSShorts-GrayFront.jpg,
Ultramerinosuede Baselayer,T-Shirt,Clothes,Merino,2014-01-14,"Black/Black, Deep Blue/Black",,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultramerinosuede-baselayer.html,http://outlier.cc/productentries/products/umsbaselayer/201-OUTLIER-UMSBaselayer-Black.jpg,
Doublefine Merino Hoodie,Hoodie,Clothes,Merino,2014-01-14,"Black/Blue, Deep Blue, Deep Gray, Evergreen, Medium Gray",275,TRUE,FALSE,Men,http://shop.outlier.cc/retail/doublefinehoodie.html,http://outlier.cc/productentries/products/doublefinehoodie/203d-OUTLIER-DoublefineMerinoHoodie-DeepGray.jpg,
OG Climbers,Pants,Clothes,OG,2014-01-14,"Charcoal, Deep Indigo, Olive Drab",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/the-climbers.html,http://outlier.cc/productentries/products/theclimbers/202o-OUTLIER-TheClimbers-OliveFront.jpg,Climbers
60/30 Chinos,Pants,Clothes,“60/30”,2014-01-14,"Flat Tan, Olive",225,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/chino.html,http://outlier.cc/productentries/products/6030chinos/202-OUTLIER-Flat-MidnightGray.jpg,
Women’s Daily Riding Pant,Pants,Clothes,OG,2014-01-14,"Flat Black, Charcoal, Navy, Red, Blue, Brick",198,TRUE,FALSE,Women,http://shop.outlier.cc/shop/retail/women-s-daily-riding-pant.html,http://outlier.cc/products/womensdailyrider/200-OUTLIER-WomensDaily-DeepIndigo.jpg,
Blazed Button Down Pivot,Shirt,Clothes,Cotton,2014-01-08,"Microcheck Blue, Microcheck Dark, Microcheck Light, Microcheck Purp",125,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/blazed-button-down.html,http://outlier.cc/productentries/products/blazedbuttondown/203-OUTLIER-BlazedButtonDown-LandSick.jpg,
Blazed Tack Pivot,Shirt,Clothes,Cotton,2013-12-16,"Light Blue, White, Pale Blue, Point Gray, Uptown Blue",148,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/blazed-tack-pivot.html,http://outlier.cc/productentries/products/blazedtack/201-OUTLIER-BlazedTackPivot-UptownFront.jpg,
S120 Twill Tack Pivot,Shirt,Clothes,S120 Twill,2013-12-16,Navy Gray,225,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/twill-tack-pivot.html,http://outlier.cc/productentries/products/s120twilltack/201-OUTLIER-S120TackCollar-Front2.jpg,
4x4 Merino Scarf,Scarf,Accessory,Merino,2013-12-10,"Black, Evergreen, Medium Gray",98,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/4x4-merino-scarf.html,http://outlier.cc/productentries/products/4x4scarves/201-OUTLIER-4x4-Napkins.jpg,
New OGs,Pants,Clothes,OG,2013-12-10,"Navy, Charcoal",240,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/new-og.html,http://outlier.cc/products/newogs/202-OUTLIER-NewOGs-NavyFront.jpg,
Slim Dungarees,Pants,Clothes,Workcloth,2013-12-10,"Black, Indigo, Bluetint Gray",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,http://outlier.cc/productentries/products/slimdungarees/208-OUTLIER-SlimDungarees-IndigoFront.jpg,
Grid Linen Shorts,Shorts,Clothes,Linen,2013-12-03,"Graytint Navy, Pop Blue, Medium Gray",88,FALSE,FALSE,Men,https://shop.outlier.nyc/shop/retail/grid-linen-shorts.html,https://outlier.nyc/productentries/products/gridlinenshorts/201-OUTLIER-GridLinenShorts-Flat.jpg,
Grid Linen Towel S,Towel,Accessory,Linen,2013-12-03,"Medium Gray, Blacktint Green, Graytint Navy, Pop Blue, Pop Green",28,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg,
Grid Linen Towel M,Towel,Accessory,Linen,2013-12-03,"Medium Gray, Blacktint Green, Graytint Navy, Pop Blue, Pop Green",48,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg,
Grid Linen Towel L,Towel,Accessory,Linen,2013-12-03,"Medium Gray, Blacktint Green, Graytint Navy, Pop Blue, Pop Green",75,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg,
Grid Linen Towel XL,Towel,Accessory,Linen,2013-12-03,"Medium Gray, Blacktint Green, Graytint Navy, Pop Blue, Pop Green",120,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg,
Grid Linen Bathrobe,Bathrobe,Accessory,Linen,2013-12-03,"Graytint Navy, Pop Blue, Medium Gray",188,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-bathrobe.html,http://outlier.cc/productentries/products/gridlinenbathrobe/201-OUTLIER-GridLinenRobe-Ghost.jpg,
Women’s Air Forged Soft Core Vest,Vest,Clothes,Soft Core,2013-11-25,"Light Gray, Bluetint Gray",240,FALSE,FALSE,Women,http://shop.outlier.cc/shop/retail/womens-vest.html,http://outlier.cc/productentries/products/womenssoftcorevest/201-OUTLIER-WomensSoftCoreVest-DG.jpg,
Women’s Doublefine Cardigan,Sweater,Clothes,Merino,2013-11-25,"Black, Medium Gray, Deep Gray",240,FALSE,FALSE,Women,http://shop.outlier.cc/shop/retail/womens-doublefine-cardigan.html,http://outlier.cc/productentries/products/womenscardigan/202-OUTLIER-WomensCardigan-Medium2.jpg,
Women’s 60/30 Chinos,Pants,Clothes,“60/30”,2013-11-25,"Blacktint Green, Dust Olive, Midnight Navy",225,TRUE,FALSE,Women,http://shop.outlier.cc/shop/retail/womens-chino.html,http://outlier.cc/productentries/products/womens6030/201-OUTLIER-Womens6030-OliveSwipe.jpg,
Ultrafine Merino T-Shirt,T-Shirt,Clothes,Merino,2013-11-19,"Black, Dust Olive, Pop Blue, Pop Green, Bravest Blue, Deep Green, Medium Gray",98,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultrafine-merino-tee.html,http://outlier.cc/productentries/products/merinot/204-OUTLIER-UltrafineT-jpg,
Ultrafine Merino V-Neck,T-Shirt,Clothes,Merino,2013-11-19,"Black, Dust Olive, Pop Blue, Pop Green, Bravest Blue, Deep Green, Deep Gray",98,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultrafine-merino-v-neck.html,http://outlier.cc/productentries/products/ultrafinev/201-OUTLIER-UltrafineV-Blue.jpg,
Doublebag,Bag,Accessory,Nylon,2013-11-12,Gray,48,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/doublebag.html,http://outlier.cc/productentries/products/doublebag/203-OUTLIER-Doublebag-Flat.jpg,
Merino Co-Pivot,Shirt,Clothes,Merino/Co,2013-11-12,"Bluetint Gray, Red, Sky Blue, Strong Blue",175,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/merino-co-pivot.html,http://outlier.cc/productentries/products/merinocopivot/203-OUTLIER-MerinoCoPivot-BluetintFront.jpg,
Air-Forged Soft Core Vest,Vest,Clothes,Soft Core,2013-11-07,Light Gray,240,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/air-forged-soft-core-vest.html,http://outlier.cc/productentries/products/airforgedsoftcorevest/201-OUTLIER-AirForgedVest-1.jpg,
Doublefine Merino Cardigan,Sweater,Clothes,Merino,2013-11-07,"Deep Blue, Deep Gray, Evergreen, Medium Gray, Black",240,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/doublefine-cardigan.html,http://outlier.cc/productentries/products/doublefinecardigan/205-OUTLIER-DoublefineCardigan-BlackFront.jpg,
Women’s 60/30 Chinos,Pants,Clothes,“60/30”,2013-11-07,"Blacktint Green, Dust Olive, Midnight Navy",225,TRUE,FALSE,Women,http://shop.outlier.cc/shop/retail/womens-chino.html,http://outlier.cc/productentries/products/womens6030/201-OUTLIER-Womens6030-OliveSwipe.jpg,
Nyco FreeShell,Outerwear,Clothes,OG,2013-10-22,"Navy/New Slate, Olive/Charcoal",365,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/nyco-freeshell.html,http://outlier.cc/productentries/products/nycofreeshell/203-OUTLIER-NycoFreeshell-HeyGuys.jpg,
Megafine Merino Socks,Socks,Clothes,Merino,2013-10-22,Black,21,TRUE,FALSE,Unisex,http://shop.outlier.cc/retail/megafinesock.html,http://milled.com/messages/2012-12-04/xj58FQXqh9XA1njg/4be92860b308c77f4ead494870a5ee8372d83bff.jpg,
Minimal Backpack,Backpack,Accessory,Dyneema,2013-10-15,Black,168,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/minimalbackpack.html,http://milled.com/messages/2013-10-15/ZUoZ26Pf4b0kcOcu/25f736d8a2608f1cd96306d356abcbeafea6de64.jpg,
Doublefine Merino Hoodie,Hoodie,Clothes,Merino,2013-10-09,"Black/Blue, Deep Blue, Deep Gray, Evergreen, Medium Gray",275,FALSE,FALSE,Men,http://shop.outlier.cc/retail/doublefinehoodie.html,http://outlier.cc/productentries/products/doublefinehoodie/203d-OUTLIER-DoublefineMerinoHoodie-DeepGray.jpg,
Merino Ribbed Henley,Henley,Clothes,Merino,2013-10-09,"Deep Blue, Deep Gray, Evergreen, Medium Gray",148,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/merino-ribbed-henley.html,http://outlier.cc/productentries/products/merinoribbedhenley/201-OUTLIER-MerinoRibbedHenley-Black.jpg,
Doublefine Merino Sweatpants,Sweatpants,Clothes,Merino,2013-10-09,"Evergreen, Mid Gray",250,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/merino-sweatpants.html,http://outlier.cc/productentries/products/merinosweatpants/201-OUTLIER-DoublefineMerinoSweatpants-BlueSwoosh2.jpg,
Slim Dungarees,Pants,Clothes,Workcloth,2013-10-09,"Copper, Bluetint Gray",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,http://outlier.cc/productentries/products/slimdungarees/208-OUTLIER-SlimDungarees-IndigoFront.jpg,
Soft Core Bomber,Outerwear,Clothes,Soft Core,2013-10-02,"New Slate, Flat Black",598,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/soft-core-bomber.html,http://outlier.cc/productentries/products/softcorebomber/201-OUTLIER-SoftCoreBomber-GrayOpen.jpg,
OG Climbers,Pants,Clothes,OG,2013-10-02,"Flat Black, New Slate",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/the-climbers.html,http://outlier.cc/productentries/products/theclimbers/202o-OUTLIER-TheClimbers-OliveFront.jpg,Climbers
Merino Co-Pivot,Shirt,Clothes,Merino/Co,2013-09-24,"Bluetint Gray, Red, Sky Blue, Strong Blue",175,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/merino-co-pivot.html,http://outlier.cc/productentries/products/merinocopivot/203-OUTLIER-MerinoCoPivot-BluetintFront.jpg,
Ripstop Merino Heavy Shirt,Shirt,Clothes,Merino,2013-09-12,,275,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/ripstop-merino-heavy-shirt.html,http://images.freshnessmag.com/wp-content/uploads/2013/09/outlier-ripstop-merino-heavy-shirt-06-570x456.jpg,
Air-Forged Oxford,Shirt,Clothes,Air Forged,2013-09-04,"White, Red, Light Blue, Light Gray, Bluetint Gray, Rich Blue",98,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/air-forged-oxford.html,http://outlier.cc/products/airforgedoxford/200-OUTLIER-AirForgedOxford-Gray1.jpg,
Women’s Air-Forged Oxford,Shirt,Clothes,Air Forged,2013-09-04,"White, Bluetint Gray, Rich Blue",98,FALSE,FALSE,Women,http://shop.outlier.cc/shop/retail/womens-air-forged.html,http://outlier.cc/products/womensairforged/202-OUTLIER-WomensAirForgedOxford-GrayFront.jpg,
Blazed Dress Pivot,Shirt,Clothes,Cotton,2013-08-13,"Light Blue, Pale Blue, Point Gray",148,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/blazed-dress-pivot.html,http://outlier.cc/products/blazeddress/201-OUTLIER-BlazedDressPivot-PointGrayFront.jpg,
New OGs,Pants,Clothes,OG,2013-08-13,"Navy, Charcoal",240,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/new-og.html,http://outlier.cc/products/newogs/202-OUTLIER-NewOGs-NavyFront.jpg,
60/30 Chinos,Pants,Clothes,“60/30”,2013-08-13,"Navy Gray, Mustard Seed",225,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/chino.html,http://outlier.cc/productentries/products/6030chinos/202-OUTLIER-Flat-MidnightGray.jpg,
OG Blazer,Blazer,Clothes,OG,2013-08-13,"Navy, Flat Black, Charcol",550,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/ogblazer.html,http://outlier.cc/products/ogblazer/203-OUTLIER-OGBlazer-NavyFrontLeft.jpg,
Supermarine Bedford,Shoes,Clothes,Supermarine,2013-07-24,Gray,90,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/supermarine-bedford.html,http://shop.outlier.cc/shop/media/catalog/product/cache/2/image/880x/17f82f742ffe127f42dca9de82fb58b1/1/0/101-outlier-vans-chillin_2.jpg,
Megafine Thin Sock,Socks,Clothes,Merino,2013-07-24,Black,22,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/thin-socks.html,http://outlier.cc/productentries/products/megafinethinsocks/200-OUTLIER-ThinSocks-Spinning.jpg,
UV Poncho,Poncho,Clothes,Ultralight,2013-07-16,"Blue, Gray, Red",365,FALSE,FALSE,Unisex,http://shop.outlier.cc/retail/uv-poncho.html,http://shop.outlier.cc/shop/media/catalog/product/cache/2/image/880x/17f82f742ffe127f42dca9de82fb58b1/1/0/101-outlier-ultralightbeach-poncho.jpg,
Baggy Beach Pants,Pants,Clothes,Ultralight,2013-07-16,"Blue, Gray, Red",,FALSE,FALSE,Men,http://shop.outlier.cc/retail/baggy-beach-pants.html,http://shop.outlier.cc/shop/media/catalog/product/cache/2/image/880x/17f82f742ffe127f42dca9de82fb58b1/1/0/101-outlier-baggybeachpants-mass9pack.jpg,
Beach 36 Pivot Shirt,Shirt,Clothes,Linen,2013-07-16,"Big Check, Small Check, Static Blue",168,FALSE,FALSE,Men,http://shop.outlier.cc/retail/beach36.html,http://shop.outlier.cc/shop/media/catalog/product/cache/2/image/880x/17f82f742ffe127f42dca9de82fb58b1/1/0/102-outlier-linenshirts-masslook3.jpg,
Hypercity International Backpack,Backpack,Accessory,Dyneema,2013-07-11,Black,350,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/hypercity.html,http://shop.outlier.cc/shop/media/catalog/product/cache/2/image/880x/17f82f742ffe127f42dca9de82fb58b1/1/0/101-outlier-hmg-internationalbackpack-lars.jpg,
Slim Dungarees,Pants,Clothes,Workcloth,2013-07-11,"Indigo Blue, Black, Zinc",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,http://outlier.cc/productentries/products/slimdungarees/208-OUTLIER-SlimDungarees-IndigoFront.jpg,
Three Way Longs,Shorts,Clothes,OG,2013-07-11,"Charcoal, Red, Blue",145,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/threewaylong.html,http://shop.outlier.cc/shop/media/catalog/product/cache/2/image/880x/17f82f742ffe127f42dca9de82fb58b1/t/h/theewaylongs.jpg,
Ultrafine Tie-Dye,T-Shirt,Clothes,Merino,2013-06-25,Vertical/Diagonal,148,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/tie-dyes.html,http://shop.outlier.cc/shop/media/catalog/product/cache/2/image/880x/17f82f742ffe127f42dca9de82fb58b1/e/0/e01-outlier-ultrafinetiedye-beachcoolguy.jpg,
Three Way Shorts,Shorts,Clothes,OG,2013-06-25,"Charcoal, Red, Blue",148,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/summer-shorts.html,http://shop.outlier.cc/shop/media/catalog/product/cache/2/image/880x/17f82f742ffe127f42dca9de82fb58b1/1/0/101-outlier-threewayshorts-shortsfront.jpg,
Upgrade Insoles Flat,Insoles,Clothes,Leather,2013-06-18,,38,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/upgrade.html,http://shop.outlier.cc/shop/media/catalog/product/cache/2/image/880x/17f82f742ffe127f42dca9de82fb58b1/2/0/203-outlier-buffaloinsoles-wotop.jpg,
Upgrade Insoles 8mm,Insoles,Clothes,Leather,2013-06-18,,48,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/upgrade.html,http://shop.outlier.cc/shop/media/catalog/product/cache/2/image/880x/17f82f742ffe127f42dca9de82fb58b1/2/0/203-outlier-buffaloinsoles-wotop.jpg,
Ultralight Shorts,Shorts,Clothes,Ultralight,2013-06-18,"Red, Blue, Gray",144,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultralightshorts.html,http://shop.outlier.cc/shop/media/catalog/product/cache/2/image/880x/17f82f742ffe127f42dca9de82fb58b1/1/0/101-outlier-ultralightshorts-coollook.jpg,
Grid Linen Towel S,Towel,Accessory,Linen,2013-06-04,"Gray, White, Red",28,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg,
Grid Linen Towel M,Towel,Accessory,Linen,2013-06-04,"Gray, White, Red",48,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg,
Grid Linen Towel L,Towel,Accessory,Linen,2013-06-04,"Gray, White, Red",75,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg,
Grid Linen Towel XL,Towel,Accessory,Linen,2013-06-04,"Gray, White, Red",120,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg,
Ultrafine Merino T-Shirt,T-Shirt,Clothes,Merino,2013-06-04,,98,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultrafine-merino-tee.html,http://outlier.cc/productentries/products/merinot/204-OUTLIER-UltrafineT-jpg,
Ultrafine Merino V-Neck,T-Shirt,Clothes,Merino,2013-06-04,,98,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultrafine-merino-v-neck.html,http://outlier.cc/productentries/products/ultrafinev/201-OUTLIER-UltrafineV-Blue.jpg,
Ultralight Trousers,Pants,Clothes,Ultralight,2013-06-04,"Blue, Gray",240,TRUE,FALSE,Men,http://shop.outlier.cc/retail/ultralights.html,http://outlier.cc/productentries/products/ultralighttrousers/203-OUTLIER-UltralightTrousers-GrayFront.jpg,
Experimental Tack Color Shirt,Shirt,Clothes,Cotton,2013-05-22,"Gray, Light Blue",168,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/tack-collar-shirt.html,http://shop.outlier.cc/shop/media/catalog/product/cache/2/image/880x/17f82f742ffe127f42dca9de82fb58b1/2/0/208-outlier-tackcollarshirt-frontbone.jpg,
